species,location,time,description,sex,feather_color,time_parsed,year,month,hour,description_length,color_count
Eastern Towhee,United States,10-06-2002 16:55,A medium-sized bird with a black-and-rufous plumage,Male,Black and Rufous,2002-06-10 16:55:00,2002,6,16,51,2
Chipping Sparrow,United States,17-08-2011 09:55,A small sparrow with a brownish plumage and a distinctive trilling song,Male,Brownish,2011-08-17 09:55:00,2011,8,9,71,1
Black-capped Chickadee,United States,23-07-2010 12:10,"A small songbird with a black cap, a white cheek, and a cheerful ""chick-a-dee-dee-dee"" call,Unknown,Black and White",Unknown,Black and White,2010-07-23 12:10:00,2010,7,12,115,2
Scarlet Tanager,United States,20-06-2003 14:35,A medium-sized songbird with a red plumage,Male,Red,2003-06-20 14:35:00,2003,6,14,42,1
Common Raven,United States,03-09-2011 16:55,A large bird with a black plumage and a distinctive croaking call,Unknown,Black,2011-09-03 16:55:00,2011,9,16,65,1
Eastern Meadowlark,United States,30-07-2010 09:55,A medium-sized blackbird with a yellow plumage and a distinctive flute-like song,Male,Yellow,2010-07-30 09:55:00,2010,7,9,80,1
American Goldfinch,United States,06-08-2002 12:30,A small finch with a bright yellow plumage,Male,Yellow,2002-08-06 12:30:00,2002,8,12,42,1
Blue Jay,United States,03-09-2011 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-09-03 14:35:00,2011,9,14,63,1
Black-and-white Warbler,United States,31-07-2010 16:55,A small warbler with a black-and-white plumage,Male,Black and White,2010-07-31 16:55:00,2010,7,16,46,2
Northern Flicker,United States,05-08-2003 09:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2003-08-05 09:55:00,2003,8,9,151,2
Ruby-throated Hummingbird,United States,07-09-2011 12:10,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-09-07 12:10:00,2011,9,12,71,2
Downy Woodpecker,United States,15-08-2010 14:35,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-08-15 14:35:00,2010,8,14,66,2
American Robin,United States,22-08-2002 16:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-08-22 16:55:00,2002,8,16,50,1
American Crow,United States,07-09-2011 09:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-09-07 09:55:00,2011,9,9,87,1
American Goldfinch,United States,23-08-2010 12:30,A small finch with a bright yellow plumage,Male,Yellow,2010-08-23 12:30:00,2010,8,12,42,1
Blue Jay,United States,26-05-2002 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-05-26 14:35:00,2002,5,14,63,1
Northern Flicker,United States,27-08-2011 16:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-08-27 16:55:00,2011,8,16,151,2
Ruby-throated Hummingbird,United States,05-07-2010 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-07-05 09:55:00,2010,7,9,71,2
Brown-headed Cowbird,United States,07-08-2002 12:10,A medium-sized blackbird with a brown plumage and a habit of laying its eggs in the nests of other bird species,Unknown,Brown,2002-08-07 12:10:00,2002,8,12,111,1
Yellow Warbler,United States,31-08-2011 14:35,A small warbler with a yellow plumage,Male,Yellow,2011-08-31 14:35:00,2011,8,14,37,1
Eastern Towhee,United States,03-09-2010 16:55,A medium-sized bird with a black-and-rufous plumage,Male,Black and Rufous,2010-09-03 16:55:00,2010,9,16,51,2
Chipping Sparrow,United States,09-06-2002 09:55,A small sparrow with a brownish plumage and a distinctive trilling song,Male,Brownish,2002-06-09 09:55:00,2002,6,9,71,1
Black-capped Chickadee,United States,11-08-2011 12:10,"A small songbird with a black cap, a white cheek, and a cheerful ""chick-a-dee-dee-dee"" call,Unknown,Black and White",Unknown,Black and White,2011-08-11 12:10:00,2011,8,12,115,2
Scarlet Tanager,United States,18-09-2010 14:35,A medium-sized songbird with a red plumage,Male,Red,2010-09-18 14:35:00,2010,9,14,42,1
Common Raven,United States,21-05-2002 16:55,A large bird with a black plumage and a distinctive croaking call,Unknown,Black,2002-05-21 16:55:00,2002,5,16,65,1
Eastern Meadowlark,United States,29-08-2011 09:55,A medium-sized blackbird with a yellow plumage and a distinctive flute-like song,Male,Yellow,2011-08-29 09:55:00,2011,8,9,80,1
American Goldfinch,United States,10-07-2010 12:30,A small finch with a bright yellow plumage,Male,Yellow,2010-07-10 12:30:00,2010,7,12,42,1
Blue Jay,United States,14-08-2002 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-08-14 14:35:00,2002,8,14,63,1
Northern Flicker,United States,03-09-2011 16:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-09-03 16:55:00,2011,9,16,151,2
Ruby-throated Hummingbird,United States,17-08-2010 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-08-17 09:55:00,2010,8,9,71,2
Downy Woodpecker,United States,18-05-2002 12:10,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2002-05-18 12:10:00,2002,5,12,66,2
American Robin,United States,07-09-2011 14:35,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2011-09-07 14:35:00,2011,9,14,50,1
American Crow,United States,23-08-2010 16:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2010-08-23 16:55:00,2010,8,16,87,1
American Goldfinch,United States,26-06-2002 09:55,A small finch with a bright yellow plumage,Male,Yellow,2002-06-26 09:55:00,2002,6,9,42,1
Blue Jay,United States,29-08-2011 12:10,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-08-29 12:10:00,2011,8,12,63,1
Northern Flicker,United States,02-09-2010 14:35,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-09-02 14:35:00,2010,9,14,151,2
Ruby-throated Hummingbird,United States,08-07-2002 16:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-07-08 16:55:00,2002,7,16,71,2
Brown-headed Cowbird,United States,14-08-2011 09:55,A medium-sized blackbird with a brown plumage and a habit of laying its eggs in the nests of other bird species,Unknown,Brown,2011-08-14 09:55:00,2011,8,9,111,1
Yellow Warbler,United States,23-07-2010 12:30,A small warbler with a yellow plumage,Male,Yellow,2010-07-23 12:30:00,2010,7,12,37,1
Eastern Towhee,United States,26-08-2002 14:35,A medium-sized bird with a black-and-rufous plumage,Male,Black and Rufous,2002-08-26 14:35:00,2002,8,14,51,2
Chipping Sparrow,United States,28-08-2011 16:55,A small sparrow with a brownish plumage and a distinctive trilling song,Male,Brownish,2011-08-28 16:55:00,2011,8,16,71,1
Black-capped Chickadee,United States,30-07-2010 09:55,"A small songbird with a black cap, a white cheek, and a cheerful ""chick-a-dee-dee-dee"" call,Unknown,Black and White",Unknown,Black and White,2010-07-30 09:55:00,2010,7,9,115,2
Scarlet Tanager,United States,02-05-2002 12:10,A medium-sized songbird with a red plumage,Male,Red,2002-05-02 12:10:00,2002,5,12,42,1
Common Raven,United States,09-08-2011 14:35,A large bird with a black plumage and a distinctive croaking call,Unknown,Black,2011-08-09 14:35:00,2011,8,14,65,1
Eastern Meadowlark,United States,11-07-2010 16:55,A medium-sized blackbird with a yellow plumage and a distinctive flute-like song,Male,Yellow,2010-07-11 16:55:00,2010,7,16,80,1
American Goldfinch,United States,16-08-2002 09:55,A small finch with a bright yellow plumage,Male,Yellow,2002-08-16 09:55:00,2002,8,9,42,1
Blue Jay,United States,19-08-2011 12:10,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-08-19 12:10:00,2011,8,12,63,1
Northern Flicker,United States,18-09-2010 14:35,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-09-18 14:35:00,2010,9,14,151,2
Ruby-throated Hummingbird,United States,19-07-2002 16:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-07-19 16:55:00,2002,7,16,71,2
Downy Woodpecker,United States,27-08-2011 09:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2011-08-27 09:55:00,2011,8,9,66,2
American Robin,United States,29-09-2010 12:30,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2010-09-29 12:30:00,2010,9,12,50,1
American Crow,United States,29-05-2002 14:35,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2002-05-29 14:35:00,2002,5,14,87,1
American Goldfinch,United States,31-08-2011 16:55,A small finch with a bright yellow plumage,Male,Yellow,2011-08-31 16:55:00,2011,8,16,42,1
Blue Jay,United States,12-09-2010 09:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2010-09-12 09:55:00,2010,9,9,63,1
Northern Flicker,United States,13-07-2002 12:10,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2002-07-13 12:10:00,2002,7,12,151,2
Ruby-throated Hummingbird,United States,16-09-2011 14:35,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-09-16 14:35:00,2011,9,14,71,2
Downy Woodpecker,United States,23-07-2010 16:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-07-23 16:55:00,2010,7,16,66,2
American Robin,United States,28-08-2002 09:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-08-28 09:55:00,2002,8,9,50,1
American Crow,United States,15-09-2011 12:30,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-09-15 12:30:00,2011,9,12,87,1
American Goldfinch,United States,26-07-2010 14:35,A small finch with a bright yellow plumage,Male,Yellow,2010-07-26 14:35:00,2010,7,14,42,1
Blue Jay,United States,03-07-2002 16:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-07-03 16:55:00,2002,7,16,63,1
Northern Flicker,United States,31-08-2011 09:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-08-31 09:55:00,2011,8,9,151,2
Ruby-throated Hummingbird,United States,03-09-2010 12:10,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-09-03 12:10:00,2010,9,12,71,2
Downy Woodpecker,United States,06-05-2002 14:35,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2002-05-06 14:35:00,2002,5,14,66,2
American Robin,United States,09-08-2011 16:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2011-08-09 16:55:00,2011,8,16,50,1
American Crow,United States,12-09-2010 09:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2010-09-12 09:55:00,2010,9,9,87,1
American Goldfinch,United States,19-07-2002 12:30,A small finch with a bright yellow plumage,Male,Yellow,2002-07-19 12:30:00,2002,7,12,42,1
Blue Jay,United States,27-08-2011 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-08-27 14:35:00,2011,8,14,63,1
Northern Flicker,United States,18-09-2010 16:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-09-18 16:55:00,2010,9,16,151,2
Ruby-throated Hummingbird,United States,31-07-2002 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-07-31 09:55:00,2002,7,9,71,2
Downy Woodpecker,United States,10-08-2011 12:10,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2011-08-10 12:10:00,2011,8,12,66,2
American Robin,United States,22-09-2010 14:35,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2010-09-22 14:35:00,2010,9,14,50,1
American Crow,United States,29-08-2002 16:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2002-08-29 16:55:00,2002,8,16,87,1
American Goldfinch,United States,15-08-2011 09:55,A small finch with a bright yellow plumage,Male,Yellow,2011-08-15 09:55:00,2011,8,9,42,1
Blue Jay,United States,28-09-2010 12:30,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2010-09-28 12:30:00,2010,9,12,63,1
Northern Flicker,United States,06-07-2002 14:35,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2002-07-06 14:35:00,2002,7,14,151,2
Ruby-throated Hummingbird,United States,14-08-2011 16:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-08-14 16:55:00,2011,8,16,71,2
Downy Woodpecker,United States,17-09-2010 09:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-09-17 09:55:00,2010,9,9,66,2
American Robin,United States,21-07-2002 12:10,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-07-21 12:10:00,2002,7,12,50,1
American Crow,United States,19-08-2011 14:35,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-08-19 14:35:00,2011,8,14,87,1
American Goldfinch,United States,30-08-2010 16:55,A small finch with a bright yellow plumage,Male,Yellow,2010-08-30 16:55:00,2010,8,16,42,1
Blue Jay,United States,02-09-2002 09:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-09-02 09:55:00,2002,9,9,63,1
Northern Flicker,United States,29-08-2011 12:10,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-08-29 12:10:00,2011,8,12,151,2
Ruby-throated Hummingbird,United States,10-09-2010 14:35,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-09-10 14:35:00,2010,9,14,71,2
Downy Woodpecker,United States,14-07-2002 16:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2002-07-14 16:55:00,2002,7,16,66,2
American Robin,United States,19-08-2011 09:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2011-08-19 09:55:00,2011,8,9,50,1
American Crow,United States,22-09-2010 12:30,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2010-09-22 12:30:00,2010,9,12,87,1
American Goldfinch,United States,29-08-2002 14:35,A small finch with a bright yellow plumage,Male,Yellow,2002-08-29 14:35:00,2002,8,14,42,1
Blue Jay,United States,01-09-2011 16:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-09-01 16:55:00,2011,9,16,63,1
Northern Flicker,United States,03-09-2010 09:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-09-03 09:55:00,2010,9,9,151,2
Ruby-throated Hummingbird,United States,05-07-2002 12:10,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-07-05 12:10:00,2002,7,12,71,2
Downy Woodpecker,United States,06-08-2011 14:35,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2011-08-06 14:35:00,2011,8,14,66,2
American Robin,United States,09-09-2010 16:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2010-09-09 16:55:00,2010,9,16,50,1
American Crow,United States,10-08-2002 09:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2002-08-10 09:55:00,2002,8,9,87,1
American Goldfinch,United States,14-08-2011 12:30,A small finch with a bright yellow plumage,Male,Yellow,2011-08-14 12:30:00,2011,8,12,42,1
Blue Jay,United States,21-09-2010 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2010-09-21 14:35:00,2010,9,14,63,1
Northern Flicker,United States,23-07-2002 16:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2002-07-23 16:55:00,2002,7,16,151,2
Ruby-throated Hummingbird,United States,29-08-2011 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-08-29 09:55:00,2011,8,9,71,2
Downy Woodpecker,United States,01-08-2010 12:10,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-08-01 12:10:00,2010,8,12,66,2
American Robin,United States,07-07-2002 14:35,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-07-07 14:35:00,2002,7,14,50,1
American Crow,United States,11-08-2011 16:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-08-11 16:55:00,2011,8,16,87,1
American Goldfinch,United States,14-08-2010 09:55,A small finch with a bright yellow plumage,Male,Yellow,2010-08-14 09:55:00,2010,8,9,42,1
Blue Jay,United States,16-07-2002 12:30,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-07-16 12:30:00,2002,7,12,63,1
Northern Flicker,United States,19-08-2011 14:35,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-08-19 14:35:00,2011,8,14,151,2
Ruby-throated Hummingbird,United States,26-08-2010 16:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-08-26 16:55:00,2010,8,16,71,2
Downy Woodpecker,United States,30-07-2002 09:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2002-07-30 09:55:00,2002,7,9,66,2
American Robin,United States,31-08-2011 12:10,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2011-08-31 12:10:00,2011,8,12,50,1
American Crow,United States,03-08-2010 14:35,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2010-08-03 14:35:00,2010,8,14,87,1
American Goldfinch,United States,10-08-2002 16:55,A small finch with a bright yellow plumage,Male,Yellow,2002-08-10 16:55:00,2002,8,16,42,1
Blue Jay,United States,14-08-2011 09:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-08-14 09:55:00,2011,8,9,63,1
Northern Flicker,United States,21-08-2010 12:30,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-08-21 12:30:00,2010,8,12,151,2
Ruby-throated Hummingbird,United States,01-09-2002 14:35,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-09-01 14:35:00,2002,9,14,71,2
Downy Woodpecker,United States,27-08-2011 16:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2011-08-27 16:55:00,2011,8,16,66,2
American Robin,United States,30-08-2010 09:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2010-08-30 09:55:00,2010,8,9,50,1
American Crow,United States,05-07-2002 12:10,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2002-07-05 12:10:00,2002,7,12,87,1
American Goldfinch,United States,11-08-2011 14:35,A small finch with a bright yellow plumage,Male,Yellow,2011-08-11 14:35:00,2011,8,14,42,1
Blue Jay,United States,14-08-2010 16:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2010-08-14 16:55:00,2010,8,16,63,1
Northern Flicker,United States,17-07-2002 09:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2002-07-17 09:55:00,2002,7,9,151,2
Ruby-throated Hummingbird,United States,20-08-2011 12:10,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-08-20 12:10:00,2011,8,12,71,2
Downy Woodpecker,United States,23-08-2010 14:35,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-08-23 14:35:00,2010,8,14,66,2
American Robin,United States,26-07-2002 16:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-07-26 16:55:00,2002,7,16,50,1
American Crow,United States,29-08-2011 09:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-08-29 09:55:00,2011,8,9,87,1
American Goldfinch,United States,31-08-2010 12:30,A small finch with a bright yellow plumage,Male,Yellow,2010-08-31 12:30:00,2010,8,12,42,1
Blue Jay,United States,07-08-2002 14:35,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-08-07 14:35:00,2002,8,14,63,1
Northern Flicker,United States,12-08-2011 16:55,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2011-08-12 16:55:00,2011,8,16,151,2
Ruby-throated Hummingbird,United States,15-08-2010 09:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2010-08-15 09:55:00,2010,8,9,71,2
Downy Woodpecker,United States,25-08-2002 12:10,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2002-08-25 12:10:00,2002,8,12,66,2
American Robin,United States,18-08-2011 14:35,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2011-08-18 14:35:00,2011,8,14,50,1
American Crow,United States,26-08-2010 16:55,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2010-08-26 16:55:00,2010,8,16,87,1
American Goldfinch,United States,06-09-2002 09:55,A small finch with a bright yellow plumage,Male,Yellow,2002-09-06 09:55:00,2002,9,9,42,1
Blue Jay,United States,21-08-2011 12:30,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2011-08-21 12:30:00,2011,8,12,63,1
Northern Flicker,United States,28-08-2010 14:35,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2010-08-28 14:35:00,2010,8,14,151,2
Ruby-throated Hummingbird,United States,09-09-2002 16:55,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2002-09-09 16:55:00,2002,9,16,71,2
Downy Woodpecker,United States,14-08-2011 09:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2011-08-14 09:55:00,2011,8,9,66,2
American Robin,United States,16-08-2010 12:10,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2010-08-16 12:10:00,2010,8,12,50,1
American Crow,United States,22-09-2002 14:35,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2002-09-22 14:35:00,2002,9,14,87,1
American Goldfinch,United States,19-08-2011 16:55,A small finch with a bright yellow plumage,Male,Yellow,2011-08-19 16:55:00,2011,8,16,42,1
Blue Jay,United States,18-08-2010 09:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2010-08-18 09:55:00,2010,8,9,63,1
Northern Flicker,United States,30-09-2002 12:30,"A medium-sized woodpecker with a brown plumage, a distinctive black crescent on its chest, and a loud ""wick-a-wick-a-wick"" call,Unknown,Brown and Black",Unknown,Brown and Black,2002-09-30 12:30:00,2002,9,12,151,2
Ruby-throated Hummingbird,United States,23-08-2011 14:35,"A small hummingbird with a green plumage, a distinctive ruby-red throat",Male,Green and Ruby-red,2011-08-23 14:35:00,2011,8,14,71,2
Downy Woodpecker,United States,26-08-2010 16:55,A small woodpecker with a black-and-white plumage and a small bill,Unknown,Black and White,2010-08-26 16:55:00,2010,8,16,66,2
American Robin,United States,08-09-2002 09:55,A medium-sized thrush with a grayish-brown plumage,Male,Grayish-brown,2002-09-08 09:55:00,2002,9,9,50,1
American Crow,United States,29-08-2011 12:10,"A medium-sized bird with a black plumage and a distinctive ""caw-caw"" call,Unknown,Black",Unknown,Black,2011-08-29 12:10:00,2011,8,12,87,1
American Goldfinch,United States,31-08-2010 14:35,A small finch with a bright yellow plumage,Male,Yellow,2010-08-31 14:35:00,2010,8,14,42,1
Blue Jay,United States,14-09-2002 16:55,A medium-sized bird with a blue plumage and a distinctive crest,Unknown,Blue,2002-09-14 16:55:00,2002,9,16,63,1
Barn Owl,United States,10-05-2008 06:45,A medium-sized owl with a heart-shaped face and pale plumage,Unknown,White and Brown,2008-05-10 06:45:00,2008,5,6,60,2
Roseate Spoonbill,United States,17-06-2009 09:20,A large wading bird with a pink plumage and a distinctive spoon-shaped bill,Unknown,Pink,2009-06-17 09:20:00,2009,6,9,75,1
Purple Gallinule,United States,05-07-2012 14:10,A medium-sized bird with a vibrant purple and blue plumage,Unknown,Purple and Blue,2012-07-05 14:10:00,2012,7,14,58,2
Belted Kingfisher,United States,23-09-2004 08:35,A medium-sized bird with a blue-gray plumage and a shaggy crest,Unknown,Blue-gray,2004-09-23 08:35:00,2004,9,8,63,1
Hooded Merganser,United States,14-02-2011 16:15,A small diving duck with a black and white plumage and a distinctive fan-shaped crest,Male,Black and White,2011-02-14 16:15:00,2011,2,16,85,2
Green Heron,United States,30-08-2006 11:55,"A small heron with a greenish-gray plumage and a long, slender neck",Unknown,Greenish-gray,2006-08-30 11:55:00,2006,8,11,67,1
Sandhill Crane,United States,12-03-2009 14:40,"A large wading bird with a gray plumage, a red crown, and a distinctive loud call",Unknown,Gray,2009-03-12 14:40:00,2009,3,14,81,1
Northern Gannet,United States,19-05-2007 09:30,"A large seabird with a white plumage, black wingtips, and a pointed bill",Unknown,White and Black,2007-05-19 09:30:00,2007,5,9,72,2
American Avocet,United States,27-07-2010 16:50,"A medium-sized wading bird with a white and black plumage and a long, thin bill",Unknown,White and Black,2010-07-27 16:50:00,2010,7,16,79,2
Cattle Egret,United States,05-09-2003 12:20,A small egret with a white plumage and a yellow bill,Unknown,White,2003-09-05 12:20:00,2003,9,12,52,1
Wilson's Plover,United States,08-06-2008 14:15,A small shorebird with a brown and white plumage,Unknown,Brown and White,2008-06-08 14:15:00,2008,6,14,48,2
Black-bellied Plover,United States,10-09-2005 08:40,A medium-sized shorebird with a black and white plumage and a distinctive black belly patch,Unknown,Black and White,2005-09-10 08:40:00,2005,9,8,91,2
Peregrine Falcon,United States,17-03-2012 16:25,"A medium-sized falcon with a blue-gray back, a white underside, and powerful wings",Unknown,Blue-gray and White,2012-03-17 16:25:00,2012,3,16,82,2
Bald Eagle,United States,24-11-2004 11:50,"A large bird of prey with a brown body, a white head, and a hooked yellow bill",Unknown,Brown and White,2004-11-24 11:50:00,2004,11,11,78,2
American White Pelican,United States,31-05-2009 14:05,"A large water bird with a white plumage, a massive bill, and a distinctive throat pouch",Unknown,White,2009-05-31 14:05:00,2009,5,14,87,1
American Bittern,United States,11-08-2006 16:30,A medium-sized heron-like bird with a brown and white streaked plumage,Unknown,Brown and White,2006-08-11 16:30:00,2006,8,16,70,2
